id,sentence,aspects_str
3045,All pretty good.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3135,"You can also special order any kind of dumpling,etc.","[{'type': 'term', 'term': 'dumpling', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3391,you guys rock.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3651,Chance is a joke.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2018,I was pretty much full after our fondue appetizer.,"[{'type': 'term', 'term': 'fondue appetizer', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3551,BE CAREFUL before you request extra spice.,"[{'type': 'term', 'term': 'spice', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
2355,The octopus eaters were floored by the Octopus salad.,"[{'type': 'term', 'term': 'Octopus salad', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3178,We thought that this place is using too much of MSG cooking in the foods.,"[{'type': 'term', 'term': 'foods', 'polarity': 'negative'}, {'type': 'term', 'term': 'MSG cooking', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
586,I was at Rao's last Wed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2211,And the Tom Kha soup was pathetic.,"[{'type': 'term', 'term': 'Tom Kha soup', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2317,I started out with a Bombay beer which was big enough for two.,"[{'type': 'term', 'term': 'Bombay beer', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[{'type': 'term', 'term': 'decor', 'polarity': 'positive'}, {'type': 'term', 'term': 'dining hall', 'polarity': 'positive'}, {'type': 'term', 'term': 'semi-private boths', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1609,Service was quick.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2706,Tends to turn people away.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1860,We thought this a prelude to what the evening will be like.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
961,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1057,Drawbacks: service is slow and they don't toast!,"[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
3188,Went there for an office lunch.,"[{'type': 'term', 'term': 'office lunch', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
65,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2735,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[{'type': 'term', 'term': 'sweet lassi', 'polarity': 'positive'}, {'type': 'term', 'term': 'lamb chettinad', 'polarity': 'positive'}, {'type': 'term', 'term': 'garlic naan', 'polarity': 'positive'}, {'type': 'term', 'term': 'rasamalai', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[{'type': 'term', 'term': 'bistro fare', 'polarity': 'positive'}, {'type': 'term', 'term': 'chef', 'polarity': 'positive'}, {'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2041,The best thing I tasted were the lambchops.,"[{'type': 'term', 'term': 'lambchops', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1046,it's delicious!,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1656,The spicy tuna and salmon are the best we've ever had.,"[{'type': 'term', 'term': 'spicy tuna', 'polarity': 'positive'}, {'type': 'term', 'term': 'salmon', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3440,"Even though its good seafood, the prices are too high.","[{'type': 'term', 'term': 'seafood', 'polarity': 'positive'}, {'type': 'term', 'term': 'prices', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
870,"In addition, the food is very good and the prices are reasonable.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'prices', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[{'type': 'term', 'term': 'owners', 'polarity': 'positive'}, {'type': 'term', 'term': 'hosts', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
288,"If you live outside the neighborhood, don't bother!","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
284,Been going here since it opened have seen the quality value decrease considerably.,"[{'type': 'term', 'term': 'quality value', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[{'type': 'term', 'term': 'Meat dishes', 'polarity': 'neutral'}, {'type': 'term', 'term': 'vegetarian-friendly choices', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
3358,I never had anything I didn't like here.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
83,Reasonable prices.,"[{'type': 'term', 'term': 'prices', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[{'type': 'term', 'term': 'amuse bouche', 'polarity': 'positive'}, {'type': 'term', 'term': 'dessert', 'polarity': 'positive'}, {'type': 'term', 'term': 'tables', 'polarity': 'positive'}, {'type': 'term', 'term': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2141,"Try the crunchy tuna, it is to die for.","[{'type': 'term', 'term': 'crunchy tuna', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1854,It won't break the bank but I also wouldnt come back for the food.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'conflict'}]"
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3471,I've been to Joya twice and I will never go again.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3577,So rushing us out was absolutely unnecessary!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2283,However it is the ONLY Taiwanese restaurant in town.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[{'type': 'term', 'term': 'live entertainment', 'polarity': 'positive'}, {'type': 'term', 'term': 'special effects', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[{'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'term', 'term': 'sushi', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2621,"No refills on fountain drinks, though.","[{'type': 'term', 'term': 'fountain drinks', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
605,Wow over 100 beers to choose from.,"[{'type': 'term', 'term': 'beers', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2017,Be careful of portions - they're HUGE.,"[{'type': 'term', 'term': 'portions', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2974,"The Steak Tartare is a great bet, they fix it for you at the table.","[{'type': 'term', 'term': 'Steak Tartare', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[{'type': 'term', 'term': 'Crab Croquette apt', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"[{'type': 'term', 'term': 'waiter', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
520,Did I mention the wine?,"[{'type': 'term', 'term': 'wine', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
3383,"Plus, on Wednesday nights the house wine is unlimited!","[{'type': 'term', 'term': 'house wine', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2186,It is by far my favorite restaurant in Brooklyn.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3478,Now it's so crowded and loud you can't even talk to the person next to you.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
1283,Love Pizza 33..,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3411,Even my Indian friend couldn't believe how good and tasty everything was.,"[{'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3221,"I'm from England, and Haru's was the best I had in NYC.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1923,Less = More in their case.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
756,Ruby Foo's is a tourist trap.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1194,I've been here a couple of times and have not been impressed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3372,I've been many time and have never been disappointed.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
123,Ciao Bella,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[{'type': 'term', 'term': 'bread', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2386,The dim sum servings here are a bit larger than I'm used to.,"[{'type': 'term', 'term': 'dim sum servings', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[{'type': 'term', 'term': 'management', 'polarity': 'neutral'}, {'type': 'term', 'term': 'door', 'polarity': 'positive'}, {'type': 'term', 'term': 'glass front', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
717,We won't go to this place again for a good meal.,"[{'type': 'term', 'term': 'meal', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
